Genus	pHAGD7_f2	pHAGD7_f3	pHAGD7_f7	pHAGD7_f8
Bacteria;Proteobacteria;Deltaproteobacteria;Deltaproteobacteria_Incertae_Sedis;Syntrophorhabdaceae;Syntrophorhabdus	1219	951	516	785
Bacteria;Proteobacteria;Deltaproteobacteria;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified	515	467	170	324
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans	186	74	44	61
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured	1	1	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacteraceae_unclassified	27	11	4	3
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonatronobacter	0	1	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1	2	2	1	3
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081_sediment_group	1548	962	177	353
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacterales_unclassified;Desulfobacterales_unclassified	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbaceae_ge	2	0	4	5
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbaceae_unclassified	0	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus	1	3	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfoprunum	75	72	35	45
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	2165	1936	276	488
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrionaceae_unclassified	592	577	86	128
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionales_unclassified;Desulfovibrionales_unclassified	200	224	27	56
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;G55	9	17	2	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;H16	90	78	83	173
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geoalkalibacter	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter	3127	2328	1321	2327
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;27F-1492R;27F-1492R_ge	0	0	0	4
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Anaeromyxobacter	1691	1057	905	1641
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Archangiaceae_unclassified	124	63	38	80
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Cystobacter	0	1	2	1
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella	0	0	2	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;uncultured	35	3	2	12
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25;bacteriap25_ge	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;BIrii41_ge	451	263	160	252
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;Blfdi19_ge	26	9	20	18
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;Eel-36e1D6_ge	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium	4551	2648	1819	3144
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;KD3-10;KD3-10_ge	2	0	0	8
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27;mle1-27_ge	34	106	71	118
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;MSB-4B10;MSB-4B10_ge	68	3	11	13
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus	14	1	1	13
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus	17	41	21	76
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;uncultured	38	14	16	24
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcales_fa;Myxococcales_ge	27	0	1	41
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcales_unclassified;Myxococcales_unclassified	816	478	360	467
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Enhygromyxa	0	75	1	5
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis	19	2	16	2
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured	6	0	0	7
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;P3OB-42_ge	126	29	21	99
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis	90	73	39	58
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Aetherobacter	12	56	22	30
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Labilithrix	0	0	3	10
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Minicystis	1	12	3	1
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangiaceae_ge	2	8	8	10
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangiaceae_unclassified	48	32	62	174
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium	13	24	22	51
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium	218	152	161	224
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;uncultured	2	34	2	12
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;PS-B29;PS-B29_ge	141	57	99	65
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinaceae_ge	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinaceae_unclassified	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus	2	2	6	21
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured	62	37	51	45
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;UASB-TL25;UASB-TL25_ge	26	12	9	4
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;uncultured;uncultured_ge	604	446	287	549
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B3-70;VHS-B3-70_ge	78	20	22	30
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B4-70;VHS-B4-70_ge	1	0	6	2
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;Vulgatibacter	284	258	185	308
Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;NB1-j_fa;NB1-j_ge	7	0	1	11
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;0319-6G20_ge	324	84	70	57
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;053A03-B-DI-P58;053A03-B-DI-P58_ge	40	10	28	42
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Oligoflexaceae_ge	126	88	44	81
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Oligoflexaceae_unclassified	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Oligoflexus	24	27	11	12
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexales_unclassified;Oligoflexales_unclassified	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324_clade(Marine_group_B);SAR324_clade(Marine_group_B)_fa;SAR324_clade(Marine_group_B)_ge	9	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;Sva0485_fa;Sva0485_ge	17	41	35	31
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca	1485	898	224	340
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile	7	8	10	4
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella	649	371	181	250
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophaceae_unclassified	9	6	7	6
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus	189	114	34	49
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;uncultured	143	77	40	92
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum	58	69	7	11
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulforhabdus	376	93	46	75
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfovirga	3241	2045	534	741
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	9674	7664	1130	1896
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacteraceae_unclassified	5058	3509	852	1330
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	65	32	11	27
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Chromatiaceae_unclassified	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;uncultured	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiales_unclassified;Chromatiales_unclassified	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalispira	1	1	10	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacteriaceae_unclassified	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella	18	13	7	6
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia	0	2	0	5
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified	134	138	34	39
Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;HOC36_fa;HOC36_ge	142	55	22	14
Bacteria;Proteobacteria;Gammaproteobacteria;HTA4;HTA4_fa;HTA4_ge	6	3	3	1
Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;KI89A_clade_fa;KI89A_clade_ge	0	4	1	2
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella	7	20	2	5
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;uncultured	2	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Crenotrichaceae;Crenothrix	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter	25	35	17	19
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum	0	1	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcaceae_unclassified	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium	0	12	11	17
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloparacoccus	8	14	6	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Perlucidibaca	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;uncultured	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter	9	2	5	3
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	85	67	21	57
Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;uncultured_fa;uncultured_ge	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;WN-HWB-116;WN-HWB-116_fa;WN-HWB-116_ge	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;X35;X35_fa;X35_ge	7	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Nevskiaceae;Nevskia	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;uncultured_ge	24	5	12	6
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas	0	6	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dokdonella	0	0	5	2
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Frateuria	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	31	5	20	30
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rhodanobacter	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonadaceae_ge	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_Incertae_Sedis;Acidibacter	2	11	4	19
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_Incertae_Sedis;Steroidobacter	0	4	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_Incertae_Sedis;uncultured	21	1	2	0
Bacteria;Proteobacteria;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified	48	75	15	50
Bacteria;Proteobacteria;SPOTSOCT00m83;SPOTSOCT00m83_or;SPOTSOCT00m83_fa;SPOTSOCT00m83_ge	0	0	0	0
Bacteria;RBG-1_(Zixibacteria);RBG-1_(Zixibacteria)_cl;RBG-1_(Zixibacteria)_or;RBG-1_(Zixibacteria)_fa;RBG-1_(Zixibacteria)_ge	26	3	1	0
Bacteria;Saccharibacteria;Saccharibacteria_cl;Saccharibacteria_or;Saccharibacteria_fa;Saccharibacteria_ge	0	0	0	0
Bacteria;SBR1093;SBR1093_cl;SBR1093_or;SBR1093_fa;SBR1093_ge	0	0	0	0
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Brevinemataceae;Brevinema	0	0	0	0
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;uncultured	62	2	3	2
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;M2PT2-76_termite_group	0	1	2	0
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta_2	837	408	161	173
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaetaceae_unclassified	71	49	23	13
Bacteria;Tectomicrobia;Tectomicrobia_cl;Tectomicrobia_or;Tectomicrobia_fa;Tectomicrobia_ge	11	19	1	6
Bacteria;Tenericutes;Mollicutes;Haloplasmatales;Haloplasmataceae;Haloplasma	6	0	1	2
Bacteria;Tenericutes;Mollicutes;Mollicutes_RF9;Mollicutes_RF9_fa;Mollicutes_RF9_ge	38	2	2	8
Bacteria;Tenericutes;Mollicutes;Mollicutes_unclassified;Mollicutes_unclassified;Mollicutes_unclassified	11	8	0	1
Bacteria;Tenericutes;Mollicutes;NB1-n;NB1-n_fa;NB1-n_ge	0	0	0	0
Bacteria;TM6_(Dependentiae);TM6_(Dependentiae)_cl;TM6_(Dependentiae)_or;TM6_(Dependentiae)_fa;TM6_(Dependentiae)_ge	4	0	0	7
Bacteria;Verrucomicrobia;B29;B29_or;B29_fa;B29_ge	18	0	10	5
Bacteria;Verrucomicrobia;OPB35_soil_group;OPB35_soil_group_or;OPB35_soil_group_fa;OPB35_soil_group_ge	827	459	184	260
Bacteria;Verrucomicrobia;OPB35_soil_group;OPB35_soil_group_unclassified;OPB35_soil_group_unclassified;OPB35_soil_group_unclassified	0	1	0	0
Bacteria;Verrucomicrobia;OPB35_soil_group;Unknown_Order;Unknown_Family;Pedosphaera	0	0	0	0
Bacteria;Verrucomicrobia;Opitutae;Opitutae_unclassified;Opitutae_unclassified;Opitutae_unclassified	0	0	0	0
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus	118	121	48	112
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Puniceicoccaceae_unclassified	0	0	0	0
Bacteria;Verrucomicrobia;S-BQ2-57_soil_group;S-BQ2-57_soil_group_or;S-BQ2-57_soil_group_fa;S-BQ2-57_soil_group_ge	0	0	0	0
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	48	41	20	11
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacterales_fa;Chthoniobacterales_ge	0	2	1	0
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacterales_unclassified;Chthoniobacterales_unclassified	20	23	8	6
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;DA101_soil_group;DA101_soil_group_ge	6	13	10	3
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;LD29;LD29_ge	59	8	7	4
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Xiphinematobacteraceae;Candidatus_Xiphinematobacter	1	5	6	0
Bacteria;Verrucomicrobia;Verrucomicrobia_Incertae_Sedis;Unknown_Order;Unknown_Family;Candidatus_Methylacidiphilum	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified	0	0	1	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;DEV007_ge	0	0	1	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter	4	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobiaceae_unclassified	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium	0	0	0	0
Bacteria;Verrucomicrobia;WCHB1-41;WCHB1-41_or;WCHB1-41_fa;WCHB1-41_ge	33	8	4	1
Bacteria;WS1;WS1_cl;WS1_or;WS1_fa;WS1_ge	43	51	25	76
Bacteria;WS2;WS2_cl;WS2_or;WS2_fa;WS2_ge	1	1	1	0
